,age,job,marital,education,housing,loan,contact,month,day_of_week,duration,campaign,poutcome,employment_variation_rate,has_subscribed,housing_yes,loan_yes,has_subscribed_yes
27117,42,admin.,divorced,university.degree,yes,no,cellular,apr,fri,237,2,failure,-1.8,no,1.0,0.0,0.0
27118,38,unemployed,divorced,high.school,yes,yes,cellular,apr,fri,715,2,failure,-1.8,yes,1.0,1.0,1.0
27119,30,technician,single,professional.course,yes,no,cellular,apr,fri,346,2,nonexistent,-1.8,no,1.0,0.0,0.0
27120,36,admin.,single,high.school,yes,no,cellular,apr,fri,508,3,nonexistent,-1.8,no,1.0,0.0,0.0
27121,37,management,divorced,professional.course,yes,no,cellular,apr,fri,115,2,failure,-1.8,no,1.0,0.0,0.0
27122,37,admin.,married,high.school,no,yes,cellular,apr,fri,463,1,failure,-1.8,no,0.0,1.0,0.0
27123,42,services,married,high.school,yes,yes,telephone,apr,fri,73,1,failure,-1.8,no,1.0,1.0,0.0
27124,40,self-employed,married,university.degree,no,no,cellular,apr,fri,775,1,nonexistent,-1.8,no,0.0,0.0,0.0
27125,36,admin.,single,high.school,yes,no,cellular,apr,fri,140,1,nonexistent,-1.8,no,1.0,0.0,0.0
27126,41,blue-collar,married,basic.4y,no,no,cellular,apr,fri,100,2,nonexistent,-1.8,no,0.0,0.0,0.0
27127,33,management,married,basic.9y,no,no,cellular,apr,fri,727,2,nonexistent,-1.8,no,0.0,0.0,0.0
27128,31,services,single,high.school,no,no,cellular,apr,fri,160,1,nonexistent,-1.8,no,0.0,0.0,0.0
27129,35,admin.,married,university.degree,no,no,cellular,apr,fri,222,1,nonexistent,-1.8,no,0.0,0.0,0.0
27130,35,blue-collar,married,basic.9y,no,no,cellular,apr,fri,402,1,nonexistent,-1.8,no,0.0,0.0,0.0
27131,39,admin.,single,high.school,no,no,cellular,apr,fri,297,1,nonexistent,-1.8,no,0.0,0.0,0.0
27132,37,admin.,married,high.school,yes,no,cellular,apr,fri,207,1,nonexistent,-1.8,no,1.0,0.0,0.0
27133,41,unemployed,married,basic.9y,no,no,cellular,apr,fri,135,1,failure,-1.8,no,0.0,0.0,0.0
27134,29,blue-collar,single,basic.9y,no,no,cellular,apr,fri,22,1,failure,-1.8,no,0.0,0.0,0.0
27135,38,admin.,married,university.degree,yes,no,cellular,apr,fri,107,1,nonexistent,-1.8,yes,1.0,0.0,1.0
27136,44,entrepreneur,married,university.degree,yes,no,cellular,apr,fri,1034,2,nonexistent,-1.8,no,1.0,0.0,0.0
27137,40,admin.,married,high.school,yes,no,cellular,apr,fri,326,1,failure,-1.8,no,1.0,0.0,0.0
27138,36,blue-collar,married,basic.6y,yes,yes,cellular,apr,fri,91,1,nonexistent,-1.8,no,1.0,1.0,0.0
27139,30,services,single,high.school,yes,no,telephone,apr,fri,40,1,nonexistent,-1.8,no,1.0,0.0,0.0
27140,32,management,single,university.degree,yes,yes,cellular,apr,fri,333,3,nonexistent,-1.8,no,1.0,1.0,0.0
27141,41,admin.,married,university.degree,no,no,cellular,apr,fri,476,1,nonexistent,-1.8,yes,0.0,0.0,1.0
27142,33,admin.,single,university.degree,no,no,cellular,apr,fri,326,3,nonexistent,-1.8,no,0.0,0.0,0.0
27143,27,admin.,single,high.school,yes,no,cellular,apr,fri,108,1,nonexistent,-1.8,yes,1.0,0.0,1.0
27144,45,blue-collar,married,basic.9y,no,no,cellular,apr,fri,99,3,failure,-1.8,no,0.0,0.0,0.0
27145,42,blue-collar,married,basic.6y,yes,no,cellular,apr,fri,240,2,nonexistent,-1.8,no,1.0,0.0,0.0
27146,39,technician,married,basic.6y,no,yes,cellular,apr,fri,158,1,nonexistent,-1.8,no,0.0,1.0,0.0
27147,34,blue-collar,married,professional.course,no,no,cellular,apr,fri,365,1,nonexistent,-1.8,no,0.0,0.0,0.0
27148,41,technician,married,professional.course,no,no,cellular,apr,fri,219,1,nonexistent,-1.8,no,0.0,0.0,0.0
27149,37,technician,divorced,high.school,no,no,cellular,apr,fri,188,1,nonexistent,-1.8,no,0.0,0.0,0.0
27150,29,student,single,professional.course,yes,no,cellular,apr,fri,96,2,failure,-1.8,no,1.0,0.0,0.0
27151,22,admin.,single,university.degree,no,no,cellular,apr,fri,149,1,nonexistent,-1.8,yes,0.0,0.0,1.0
27152,41,blue-collar,married,basic.6y,no,no,cellular,apr,fri,412,1,failure,-1.8,no,0.0,0.0,0.0
27153,51,housemaid,divorced,high.school,no,no,cellular,apr,fri,145,2,nonexistent,-1.8,no,0.0,0.0,0.0
27154,44,management,married,professional.course,no,no,cellular,apr,fri,65,1,failure,-1.8,no,0.0,0.0,0.0
27155,41,admin.,divorced,high.school,yes,no,cellular,apr,fri,114,3,nonexistent,-1.8,no,1.0,0.0,0.0
27156,41,blue-collar,married,basic.4y,yes,no,cellular,apr,fri,194,2,nonexistent,-1.8,no,1.0,0.0,0.0
27157,47,admin.,married,university.degree,yes,yes,cellular,apr,fri,126,2,nonexistent,-1.8,no,1.0,1.0,0.0
27158,50,technician,married,professional.course,no,no,cellular,apr,fri,93,1,nonexistent,-1.8,no,0.0,0.0,0.0
27159,34,technician,married,university.degree,no,no,cellular,apr,fri,772,1,nonexistent,-1.8,yes,0.0,0.0,1.0
27160,28,admin.,single,university.degree,no,no,cellular,apr,fri,69,1,nonexistent,-1.8,no,0.0,0.0,0.0
27161,36,admin.,divorced,high.school,no,no,cellular,apr,fri,165,3,nonexistent,-1.8,no,0.0,0.0,0.0
27162,44,admin.,single,university.degree,yes,no,cellular,apr,fri,395,2,nonexistent,-1.8,no,1.0,0.0,0.0
27163,34,blue-collar,married,professional.course,no,no,cellular,apr,fri,345,2,nonexistent,-1.8,no,0.0,0.0,0.0
27164,44,admin.,single,university.degree,no,no,cellular,apr,fri,815,2,nonexistent,-1.8,no,0.0,0.0,0.0
27165,43,blue-collar,married,basic.9y,no,yes,cellular,apr,fri,147,3,failure,-1.8,no,0.0,1.0,0.0
27166,48,admin.,married,basic.4y,yes,no,cellular,apr,fri,224,3,failure,-1.8,no,1.0,0.0,0.0
27167,41,blue-collar,married,basic.4y,yes,no,cellular,apr,fri,150,2,failure,-1.8,no,1.0,0.0,0.0
27168,25,student,married,university.degree,no,yes,cellular,apr,fri,74,2,nonexistent,-1.8,no,0.0,1.0,0.0
27169,33,technician,single,high.school,no,no,cellular,apr,fri,124,2,nonexistent,-1.8,no,0.0,0.0,0.0
27170,53,admin.,married,university.degree,yes,no,cellular,apr,fri,771,1,nonexistent,-1.8,no,1.0,0.0,0.0
27171,45,housemaid,married,university.degree,yes,no,telephone,apr,fri,460,2,failure,-1.8,no,1.0,0.0,0.0
27172,49,services,divorced,high.school,no,no,cellular,apr,fri,300,3,failure,-1.8,no,0.0,0.0,0.0
27173,36,technician,married,professional.course,yes,no,cellular,apr,fri,17,4,nonexistent,-1.8,no,1.0,0.0,0.0
27174,33,self-employed,single,university.degree,yes,no,cellular,apr,fri,254,2,nonexistent,-1.8,no,1.0,0.0,0.0
27175,47,management,married,professional.course,yes,no,cellular,apr,fri,239,2,failure,-1.8,no,1.0,0.0,0.0
27176,30,technician,single,professional.course,no,no,cellular,apr,fri,73,2,nonexistent,-1.8,no,0.0,0.0,0.0
27177,29,services,single,high.school,no,no,cellular,apr,fri,473,2,failure,-1.8,no,0.0,0.0,0.0
27178,31,admin.,married,high.school,yes,no,cellular,apr,fri,139,2,nonexistent,-1.8,no,1.0,0.0,0.0
27179,59,admin.,divorced,university.degree,yes,no,cellular,apr,fri,128,3,nonexistent,-1.8,no,1.0,0.0,0.0
27180,33,admin.,single,high.school,no,no,cellular,apr,fri,405,2,nonexistent,-1.8,no,0.0,0.0,0.0
27181,38,services,married,high.school,no,no,cellular,apr,fri,52,2,nonexistent,-1.8,no,0.0,0.0,0.0
27182,34,unemployed,married,basic.9y,yes,no,cellular,apr,fri,153,3,nonexistent,-1.8,no,1.0,0.0,0.0
27183,48,unemployed,married,high.school,yes,no,cellular,apr,fri,370,3,nonexistent,-1.8,no,1.0,0.0,0.0
27184,47,technician,divorced,university.degree,no,yes,cellular,apr,fri,642,2,failure,-1.8,no,0.0,1.0,0.0
27185,38,technician,married,professional.course,no,no,cellular,apr,fri,232,2,nonexistent,-1.8,no,0.0,0.0,0.0
27186,34,blue-collar,married,basic.9y,yes,no,cellular,apr,fri,333,2,nonexistent,-1.8,no,1.0,0.0,0.0
27187,36,admin.,single,high.school,yes,no,cellular,apr,fri,413,2,nonexistent,-1.8,no,1.0,0.0,0.0
27188,33,blue-collar,married,basic.4y,no,yes,cellular,apr,fri,163,2,nonexistent,-1.8,no,0.0,1.0,0.0
27189,36,blue-collar,married,basic.9y,no,no,telephone,apr,fri,599,4,nonexistent,-1.8,no,0.0,0.0,0.0
27190,31,admin.,married,high.school,no,no,cellular,apr,fri,246,2,nonexistent,-1.8,no,0.0,0.0,0.0
27191,36,technician,married,professional.course,no,no,cellular,apr,fri,322,2,nonexistent,-1.8,no,0.0,0.0,0.0
27192,28,technician,single,university.degree,no,no,cellular,apr,fri,232,2,nonexistent,-1.8,no,0.0,0.0,0.0
27193,75,housemaid,divorced,basic.4y,no,no,cellular,apr,fri,95,4,nonexistent,-1.8,no,0.0,0.0,0.0
27194,37,technician,married,professional.course,no,no,cellular,apr,fri,181,2,nonexistent,-1.8,no,0.0,0.0,0.0
27195,34,entrepreneur,married,university.degree,yes,no,cellular,apr,fri,104,3,nonexistent,-1.8,yes,1.0,0.0,1.0
27196,30,services,single,professional.course,yes,no,cellular,apr,fri,186,2,nonexistent,-1.8,no,1.0,0.0,0.0
27197,47,technician,single,university.degree,no,no,cellular,apr,fri,115,2,nonexistent,-1.8,no,0.0,0.0,0.0
27198,37,admin.,married,high.school,yes,no,cellular,apr,fri,598,1,failure,-1.8,no,1.0,0.0,0.0
27199,36,admin.,divorced,high.school,yes,no,cellular,apr,fri,323,2,failure,-1.8,no,1.0,0.0,0.0
27200,36,entrepreneur,married,basic.9y,yes,no,cellular,apr,fri,273,2,failure,-1.8,no,1.0,0.0,0.0
27201,43,blue-collar,married,basic.6y,yes,no,cellular,apr,fri,160,2,nonexistent,-1.8,no,1.0,0.0,0.0
27202,28,services,married,high.school,no,no,cellular,apr,fri,134,3,nonexistent,-1.8,no,0.0,0.0,0.0
27203,57,retired,married,basic.6y,no,no,cellular,apr,fri,203,2,failure,-1.8,no,0.0,0.0,0.0
27204,51,blue-collar,married,basic.9y,no,no,cellular,apr,fri,541,2,failure,-1.8,no,0.0,0.0,0.0
27205,40,blue-collar,single,basic.6y,no,yes,cellular,apr,fri,266,2,nonexistent,-1.8,no,0.0,1.0,0.0
27206,33,admin.,married,high.school,no,no,cellular,apr,fri,220,6,nonexistent,-1.8,no,0.0,0.0,0.0
27207,37,services,married,high.school,no,no,cellular,apr,fri,606,2,success,-1.8,no,0.0,0.0,0.0
27208,48,services,single,high.school,no,no,cellular,apr,fri,105,3,nonexistent,-1.8,no,0.0,0.0,0.0
27209,26,technician,single,professional.course,yes,no,cellular,apr,fri,378,1,nonexistent,-1.8,yes,1.0,0.0,1.0
27210,60,admin.,married,university.degree,no,no,cellular,apr,fri,246,3,nonexistent,-1.8,no,0.0,0.0,0.0
27211,37,entrepreneur,married,basic.4y,yes,no,cellular,apr,fri,1130,3,nonexistent,-1.8,no,1.0,0.0,0.0
27212,39,blue-collar,married,basic.4y,yes,no,cellular,apr,fri,156,2,nonexistent,-1.8,no,1.0,0.0,0.0
27213,55,management,married,university.degree,yes,no,cellular,apr,fri,949,2,nonexistent,-1.8,yes,1.0,0.0,1.0
27214,44,services,single,high.school,no,no,cellular,apr,fri,276,2,failure,-1.8,no,0.0,0.0,0.0
27215,40,blue-collar,single,basic.6y,yes,no,cellular,apr,fri,155,3,failure,-1.8,no,1.0,0.0,0.0
27216,39,services,married,high.school,no,no,cellular,apr,fri,185,2,nonexistent,-1.8,no,0.0,0.0,0.0
27217,39,management,single,university.degree,no,no,cellular,apr,fri,278,1,nonexistent,-1.8,no,0.0,0.0,0.0
27218,31,entrepreneur,married,university.degree,yes,no,cellular,apr,fri,273,2,failure,-1.8,no,1.0,0.0,0.0
27219,55,management,married,university.degree,no,no,cellular,apr,fri,171,2,nonexistent,-1.8,no,0.0,0.0,0.0
27220,42,admin.,single,high.school,no,no,cellular,apr,fri,166,2,nonexistent,-1.8,no,0.0,0.0,0.0
27221,24,services,single,high.school,no,yes,cellular,apr,fri,1426,2,failure,-1.8,no,0.0,1.0,0.0
27222,47,admin.,married,basic.9y,yes,yes,cellular,apr,fri,795,3,failure,-1.8,no,1.0,1.0,0.0
27223,49,admin.,single,basic.6y,yes,yes,cellular,apr,fri,441,2,nonexistent,-1.8,no,1.0,1.0,0.0
27224,37,services,married,high.school,yes,yes,cellular,apr,fri,398,2,nonexistent,-1.8,no,1.0,1.0,0.0
27225,32,services,married,high.school,no,yes,cellular,apr,fri,340,2,nonexistent,-1.8,no,0.0,1.0,0.0
27226,31,blue-collar,married,basic.9y,yes,no,cellular,apr,fri,308,2,nonexistent,-1.8,no,1.0,0.0,0.0
27227,36,blue-collar,married,basic.9y,yes,no,cellular,apr,fri,218,4,nonexistent,-1.8,no,1.0,0.0,0.0
27228,37,management,divorced,high.school,yes,no,cellular,apr,fri,647,2,nonexistent,-1.8,no,1.0,0.0,0.0
27229,41,admin.,married,high.school,no,yes,cellular,apr,fri,57,2,nonexistent,-1.8,no,0.0,1.0,0.0
27230,30,student,single,professional.course,no,yes,cellular,apr,fri,170,2,failure,-1.8,no,0.0,1.0,0.0
27231,38,technician,married,basic.4y,no,yes,cellular,apr,fri,244,2,nonexistent,-1.8,no,0.0,1.0,0.0
27232,35,admin.,single,high.school,no,no,cellular,apr,fri,146,2,success,-1.8,no,0.0,0.0,0.0
27233,37,technician,divorced,high.school,no,yes,telephone,apr,fri,318,2,nonexistent,-1.8,no,0.0,1.0,0.0
27234,33,admin.,single,university.degree,no,no,cellular,apr,fri,426,5,failure,-1.8,no,0.0,0.0,0.0
27235,35,blue-collar,married,basic.6y,no,yes,cellular,apr,fri,229,3,nonexistent,-1.8,no,0.0,1.0,0.0
27236,38,admin.,single,high.school,yes,no,cellular,apr,fri,74,2,failure,-1.8,no,1.0,0.0,0.0
27237,37,blue-collar,married,basic.9y,no,yes,cellular,apr,fri,1184,2,nonexistent,-1.8,no,0.0,1.0,0.0
27238,35,admin.,single,university.degree,yes,no,cellular,apr,fri,334,2,failure,-1.8,no,1.0,0.0,0.0
27239,38,blue-collar,married,basic.9y,no,yes,cellular,apr,fri,61,2,failure,-1.8,no,0.0,1.0,0.0
27240,37,blue-collar,divorced,basic.4y,no,no,cellular,apr,fri,2053,2,nonexistent,-1.8,no,0.0,0.0,0.0
27241,46,entrepreneur,married,professional.course,no,yes,cellular,apr,fri,69,2,nonexistent,-1.8,no,0.0,1.0,0.0
27242,42,services,married,high.school,no,no,cellular,apr,fri,277,2,nonexistent,-1.8,no,0.0,0.0,0.0
27243,36,blue-collar,married,basic.9y,yes,no,cellular,apr,fri,1064,3,failure,-1.8,no,1.0,0.0,0.0
27244,40,services,divorced,high.school,yes,no,telephone,apr,fri,501,3,nonexistent,-1.8,no,1.0,0.0,0.0
27245,36,admin.,single,high.school,yes,no,cellular,apr,fri,245,5,nonexistent,-1.8,no,1.0,0.0,0.0
27246,29,entrepreneur,single,university.degree,yes,no,cellular,apr,fri,738,2,nonexistent,-1.8,no,1.0,0.0,0.0
27247,55,retired,married,high.school,yes,no,cellular,apr,fri,87,2,failure,-1.8,no,1.0,0.0,0.0
27248,43,blue-collar,married,basic.6y,no,no,cellular,apr,fri,335,2,nonexistent,-1.8,no,0.0,0.0,0.0
27249,34,blue-collar,divorced,basic.4y,no,no,cellular,apr,fri,204,5,nonexistent,-1.8,no,0.0,0.0,0.0
27250,34,management,divorced,professional.course,yes,no,cellular,apr,fri,140,2,nonexistent,-1.8,no,1.0,0.0,0.0
27251,33,technician,married,professional.course,yes,no,cellular,apr,fri,446,2,nonexistent,-1.8,no,1.0,0.0,0.0
27252,40,blue-collar,married,basic.4y,yes,no,cellular,apr,fri,179,2,nonexistent,-1.8,no,1.0,0.0,0.0
27253,32,blue-collar,single,high.school,no,no,cellular,apr,fri,151,4,failure,-1.8,no,0.0,0.0,0.0
27254,46,entrepreneur,married,professional.course,yes,yes,cellular,apr,fri,65,3,nonexistent,-1.8,no,1.0,1.0,0.0
27255,40,blue-collar,married,basic.6y,no,no,cellular,apr,fri,174,2,nonexistent,-1.8,no,0.0,0.0,0.0
27256,40,admin.,married,university.degree,yes,no,cellular,apr,fri,489,3,nonexistent,-1.8,no,1.0,0.0,0.0
27257,29,entrepreneur,single,university.degree,no,no,cellular,apr,fri,758,2,nonexistent,-1.8,no,0.0,0.0,0.0
27258,36,services,married,high.school,no,no,cellular,apr,fri,469,3,nonexistent,-1.8,no,0.0,0.0,0.0
27259,27,unemployed,single,basic.9y,no,no,cellular,apr,fri,48,2,failure,-1.8,no,0.0,0.0,0.0
27260,40,services,married,high.school,no,no,cellular,apr,fri,368,6,failure,-1.8,no,0.0,0.0,0.0
27261,29,admin.,single,university.degree,no,no,telephone,apr,fri,48,2,nonexistent,-1.8,no,0.0,0.0,0.0
27262,53,blue-collar,married,basic.4y,yes,no,cellular,apr,fri,342,2,nonexistent,-1.8,no,1.0,0.0,0.0
27263,46,management,married,university.degree,no,no,cellular,apr,fri,183,3,failure,-1.8,no,0.0,0.0,0.0
27264,33,services,single,high.school,yes,no,cellular,apr,fri,73,2,nonexistent,-1.8,no,1.0,0.0,0.0
27265,43,blue-collar,married,basic.6y,no,no,cellular,apr,fri,315,2,nonexistent,-1.8,no,0.0,0.0,0.0
27266,28,admin.,single,university.degree,no,no,telephone,apr,fri,394,2,nonexistent,-1.8,yes,0.0,0.0,1.0
27267,45,admin.,married,high.school,yes,yes,cellular,apr,fri,636,3,nonexistent,-1.8,yes,1.0,1.0,1.0
27268,22,student,single,high.school,yes,no,cellular,apr,fri,14,3,nonexistent,-1.8,no,1.0,0.0,0.0
27269,38,technician,divorced,high.school,no,no,telephone,apr,fri,320,3,success,-1.8,yes,0.0,0.0,1.0
27270,26,technician,single,professional.course,yes,no,telephone,apr,fri,100,2,nonexistent,-1.8,no,1.0,0.0,0.0
27271,34,admin.,divorced,high.school,yes,yes,cellular,apr,fri,238,2,nonexistent,-1.8,no,1.0,1.0,0.0
27272,35,blue-collar,married,professional.course,no,no,cellular,apr,fri,317,2,failure,-1.8,no,0.0,0.0,0.0
27273,39,management,single,university.degree,yes,no,cellular,apr,fri,271,2,nonexistent,-1.8,yes,1.0,0.0,1.0
27274,40,admin.,single,high.school,yes,no,cellular,apr,fri,202,3,failure,-1.8,no,1.0,0.0,0.0
27275,37,blue-collar,single,basic.6y,yes,no,cellular,apr,fri,99,2,nonexistent,-1.8,no,1.0,0.0,0.0
27276,29,admin.,divorced,basic.9y,yes,no,cellular,apr,fri,321,2,nonexistent,-1.8,no,1.0,0.0,0.0
27277,36,admin.,single,high.school,yes,no,cellular,apr,fri,202,2,nonexistent,-1.8,no,1.0,0.0,0.0
27278,39,management,married,university.degree,no,yes,cellular,apr,fri,177,3,nonexistent,-1.8,no,0.0,1.0,0.0
27279,22,admin.,married,high.school,no,yes,cellular,apr,fri,108,2,failure,-1.8,no,0.0,1.0,0.0
27280,35,blue-collar,married,basic.6y,no,no,cellular,apr,fri,672,3,nonexistent,-1.8,no,0.0,0.0,0.0
27281,44,blue-collar,single,basic.9y,yes,no,cellular,apr,fri,225,3,failure,-1.8,no,1.0,0.0,0.0
27282,39,management,single,university.degree,no,no,cellular,apr,fri,952,2,failure,-1.8,no,0.0,0.0,0.0
27283,38,management,divorced,university.degree,no,yes,cellular,apr,fri,131,2,nonexistent,-1.8,no,0.0,1.0,0.0
27284,34,technician,married,professional.course,yes,no,cellular,apr,fri,171,2,nonexistent,-1.8,no,1.0,0.0,0.0
27285,36,technician,married,professional.course,no,yes,cellular,apr,fri,239,2,nonexistent,-1.8,no,0.0,1.0,0.0
27286,36,admin.,single,high.school,no,no,cellular,apr,fri,193,3,nonexistent,-1.8,no,0.0,0.0,0.0
27287,42,services,single,high.school,no,no,cellular,apr,fri,544,3,failure,-1.8,no,0.0,0.0,0.0
27288,48,admin.,divorced,high.school,no,yes,cellular,apr,fri,2139,3,nonexistent,-1.8,yes,0.0,1.0,1.0
27289,60,retired,married,basic.4y,yes,no,cellular,apr,fri,314,2,nonexistent,-1.8,yes,1.0,0.0,1.0
27290,41,blue-collar,married,basic.9y,yes,no,cellular,apr,fri,1038,2,nonexistent,-1.8,no,1.0,0.0,0.0
27291,40,self-employed,married,university.degree,no,no,cellular,apr,fri,625,3,nonexistent,-1.8,no,0.0,0.0,0.0
27292,31,student,single,high.school,yes,no,cellular,apr,fri,756,3,nonexistent,-1.8,no,1.0,0.0,0.0
27293,41,blue-collar,married,basic.4y,no,no,cellular,apr,fri,191,4,failure,-1.8,no,0.0,0.0,0.0
27294,40,entrepreneur,married,basic.9y,yes,no,cellular,apr,fri,1013,2,nonexistent,-1.8,no,1.0,0.0,0.0
27295,33,admin.,divorced,high.school,no,no,telephone,apr,fri,392,3,nonexistent,-1.8,no,0.0,0.0,0.0
27296,50,management,married,basic.6y,no,no,cellular,apr,fri,324,4,nonexistent,-1.8,no,0.0,0.0,0.0
27297,36,blue-collar,married,basic.6y,no,no,cellular,apr,fri,427,2,failure,-1.8,no,0.0,0.0,0.0
27298,34,technician,divorced,professional.course,yes,yes,cellular,apr,fri,180,2,failure,-1.8,no,1.0,1.0,0.0
27299,43,blue-collar,married,basic.6y,no,no,cellular,apr,fri,200,2,nonexistent,-1.8,no,0.0,0.0,0.0
27300,29,admin.,divorced,university.degree,yes,no,cellular,apr,fri,660,3,nonexistent,-1.8,no,1.0,0.0,0.0
27301,35,blue-collar,married,professional.course,yes,yes,telephone,apr,fri,114,2,nonexistent,-1.8,no,1.0,1.0,0.0
27302,36,services,married,high.school,no,no,cellular,apr,fri,291,4,failure,-1.8,no,0.0,0.0,0.0
27303,39,admin.,married,university.degree,no,yes,cellular,apr,fri,72,2,failure,-1.8,no,0.0,1.0,0.0
27304,41,blue-collar,married,basic.4y,yes,no,cellular,apr,fri,184,4,nonexistent,-1.8,no,1.0,0.0,0.0
27305,39,admin.,married,high.school,yes,no,cellular,apr,fri,479,2,nonexistent,-1.8,no,1.0,0.0,0.0
27306,33,blue-collar,married,high.school,yes,no,cellular,apr,mon,114,2,nonexistent,-1.8,no,1.0,0.0,0.0
27307,37,blue-collar,married,high.school,yes,no,cellular,apr,mon,196,2,failure,-1.8,no,1.0,0.0,0.0
27308,33,technician,single,professional.course,no,no,cellular,apr,mon,148,2,nonexistent,-1.8,no,0.0,0.0,0.0
27309,45,housemaid,married,basic.4y,yes,no,cellular,apr,mon,158,2,nonexistent,-1.8,yes,1.0,0.0,1.0
27310,34,admin.,married,basic.9y,yes,no,cellular,apr,mon,12,5,nonexistent,-1.8,no,1.0,0.0,0.0
27311,37,services,married,high.school,yes,yes,cellular,apr,mon,345,2,nonexistent,-1.8,no,1.0,1.0,0.0
27312,38,services,married,high.school,no,no,cellular,apr,mon,95,3,failure,-1.8,no,0.0,0.0,0.0
27313,32,admin.,married,high.school,no,no,cellular,apr,mon,9,5,nonexistent,-1.8,no,0.0,0.0,0.0
27314,58,technician,married,professional.course,yes,no,cellular,apr,mon,483,2,nonexistent,-1.8,no,1.0,0.0,0.0
27315,34,self-employed,single,university.degree,yes,yes,cellular,apr,mon,152,2,nonexistent,-1.8,no,1.0,1.0,0.0
27316,36,technician,single,professional.course,yes,no,cellular,apr,mon,415,2,nonexistent,-1.8,no,1.0,0.0,0.0
27317,46,entrepreneur,married,basic.4y,yes,no,cellular,apr,mon,630,3,nonexistent,-1.8,no,1.0,0.0,0.0
27318,60,retired,married,basic.6y,yes,yes,telephone,apr,mon,384,5,nonexistent,-1.8,no,1.0,1.0,0.0
27319,32,technician,married,professional.course,no,no,cellular,apr,mon,322,2,failure,-1.8,no,0.0,0.0,0.0
27320,38,blue-collar,married,basic.4y,no,yes,cellular,apr,mon,287,3,nonexistent,-1.8,no,0.0,1.0,0.0
27321,45,services,married,high.school,yes,no,cellular,apr,mon,184,2,failure,-1.8,no,1.0,0.0,0.0
27322,40,services,single,high.school,no,no,cellular,apr,mon,1332,2,nonexistent,-1.8,yes,0.0,0.0,1.0
27323,31,management,married,university.degree,no,no,cellular,apr,mon,397,3,nonexistent,-1.8,no,0.0,0.0,0.0
27324,28,entrepreneur,married,university.degree,no,no,cellular,apr,mon,774,2,nonexistent,-1.8,no,0.0,0.0,0.0
27325,43,services,married,high.school,no,no,cellular,apr,mon,390,1,nonexistent,-1.8,no,0.0,0.0,0.0
27326,25,self-employed,divorced,university.degree,yes,no,telephone,apr,mon,173,2,nonexistent,-1.8,no,1.0,0.0,0.0
27327,40,technician,single,professional.course,yes,no,cellular,apr,mon,430,1,nonexistent,-1.8,no,1.0,0.0,0.0
27328,51,blue-collar,married,basic.9y,no,no,cellular,apr,mon,12,5,nonexistent,-1.8,no,0.0,0.0,0.0
27329,68,retired,married,high.school,no,yes,cellular,apr,mon,263,2,nonexistent,-1.8,no,0.0,1.0,0.0
27330,49,entrepreneur,married,basic.4y,no,no,cellular,apr,mon,383,1,nonexistent,-1.8,no,0.0,0.0,0.0
27331,42,blue-collar,married,high.school,yes,no,cellular,apr,mon,360,1,nonexistent,-1.8,no,1.0,0.0,0.0
27332,47,blue-collar,married,basic.4y,yes,no,cellular,apr,mon,311,1,nonexistent,-1.8,no,1.0,0.0,0.0
27333,40,blue-collar,married,basic.6y,yes,no,cellular,apr,mon,88,1,failure,-1.8,no,1.0,0.0,0.0
27334,35,technician,married,university.degree,no,no,cellular,apr,mon,124,1,nonexistent,-1.8,no,0.0,0.0,0.0
27335,48,services,single,high.school,yes,no,cellular,apr,mon,1202,3,nonexistent,-1.8,yes,1.0,0.0,1.0
27336,47,blue-collar,married,basic.9y,yes,yes,cellular,apr,mon,390,1,nonexistent,-1.8,no,1.0,1.0,0.0
27337,32,technician,divorced,basic.9y,no,no,cellular,apr,mon,105,1,nonexistent,-1.8,no,0.0,0.0,0.0
27338,30,student,single,university.degree,yes,yes,telephone,apr,mon,37,1,nonexistent,-1.8,no,1.0,1.0,0.0
27339,45,services,married,high.school,yes,no,cellular,apr,mon,79,1,failure,-1.8,no,1.0,0.0,0.0
27340,32,services,married,high.school,yes,no,cellular,apr,mon,14,1,nonexistent,-1.8,no,1.0,0.0,0.0
27341,36,admin.,married,university.degree,yes,no,cellular,apr,mon,506,2,nonexistent,-1.8,no,1.0,0.0,0.0
27342,49,management,married,university.degree,no,no,cellular,apr,mon,257,1,nonexistent,-1.8,no,0.0,0.0,0.0
27343,36,management,single,high.school,no,no,cellular,apr,mon,150,2,nonexistent,-1.8,no,0.0,0.0,0.0
27344,37,blue-collar,divorced,basic.9y,yes,yes,cellular,apr,mon,156,1,nonexistent,-1.8,no,1.0,1.0,0.0
27345,46,entrepreneur,single,university.degree,yes,yes,cellular,apr,mon,142,12,failure,-1.8,no,1.0,1.0,0.0
27346,48,services,married,high.school,no,no,cellular,apr,mon,1112,3,nonexistent,-1.8,yes,0.0,0.0,1.0
27347,45,blue-collar,married,basic.4y,yes,no,telephone,apr,mon,169,1,nonexistent,-1.8,no,1.0,0.0,0.0
27348,36,blue-collar,divorced,basic.6y,yes,no,cellular,apr,mon,339,1,nonexistent,-1.8,no,1.0,0.0,0.0
27349,42,admin.,divorced,high.school,no,no,cellular,apr,mon,220,1,nonexistent,-1.8,no,0.0,0.0,0.0
27350,52,retired,married,high.school,yes,no,cellular,apr,mon,525,1,nonexistent,-1.8,no,1.0,0.0,0.0
