,age,job,marital,education,housing,loan,contact,month,day_of_week,duration,campaign,poutcome,employment_variation_rate,has_subscribed
28736,36,technician,married,basic.9y,yes,yes,cellular,may,tue,67,1,failure,-1.8,no
28737,39,blue-collar,married,basic.9y,yes,no,cellular,may,tue,253,1,success,-1.8,no
28738,32,self-employed,married,basic.9y,no,no,cellular,may,tue,301,2,nonexistent,-1.8,no
28739,33,blue-collar,married,basic.4y,yes,yes,cellular,may,tue,106,1,nonexistent,-1.8,no
28740,36,entrepreneur,married,high.school,no,no,cellular,may,tue,179,1,failure,-1.8,no
28741,36,entrepreneur,married,high.school,yes,no,cellular,may,tue,283,1,failure,-1.8,no
28742,37,services,married,basic.6y,yes,no,cellular,may,tue,114,1,nonexistent,-1.8,no
28743,54,management,married,university.degree,no,no,cellular,may,tue,159,1,nonexistent,-1.8,no
28744,32,technician,married,basic.9y,no,no,cellular,may,tue,64,1,nonexistent,-1.8,no
28745,54,management,married,university.degree,yes,yes,cellular,may,tue,198,1,failure,-1.8,no
28746,47,blue-collar,single,basic.4y,no,no,cellular,may,tue,343,4,failure,-1.8,no
28747,39,services,married,high.school,yes,yes,cellular,may,tue,200,1,nonexistent,-1.8,no
28748,54,management,married,university.degree,yes,yes,cellular,may,tue,552,1,failure,-1.8,no
28749,30,management,single,university.degree,yes,yes,cellular,may,tue,228,1,failure,-1.8,no
28750,30,management,single,university.degree,no,no,cellular,may,tue,223,1,nonexistent,-1.8,no
28751,30,management,single,university.degree,no,yes,cellular,may,tue,496,1,failure,-1.8,no
28752,51,management,married,high.school,yes,no,cellular,may,tue,397,1,nonexistent,-1.8,no
28753,48,blue-collar,married,basic.9y,yes,no,cellular,may,tue,88,2,nonexistent,-1.8,no
28754,30,management,single,university.degree,yes,no,cellular,may,tue,876,1,nonexistent,-1.8,no
28755,45,admin.,single,high.school,yes,no,cellular,may,tue,305,2,nonexistent,-1.8,no
28756,31,admin.,divorced,high.school,no,no,cellular,may,tue,101,2,nonexistent,-1.8,no
28757,36,blue-collar,married,basic.9y,yes,no,cellular,may,tue,334,1,nonexistent,-1.8,no
28758,38,blue-collar,married,basic.6y,yes,no,cellular,may,tue,788,1,nonexistent,-1.8,yes
28759,31,blue-collar,married,basic.9y,no,yes,cellular,may,tue,183,1,failure,-1.8,no
28760,33,admin.,married,basic.9y,yes,no,cellular,may,tue,118,2,failure,-1.8,no
28761,33,services,married,high.school,no,no,cellular,may,tue,69,1,nonexistent,-1.8,no
28762,42,entrepreneur,divorced,professional.course,yes,no,cellular,may,tue,355,2,nonexistent,-1.8,no
28763,41,blue-collar,married,basic.4y,yes,no,cellular,may,tue,894,1,nonexistent,-1.8,yes
28764,41,blue-collar,married,basic.4y,yes,no,cellular,may,tue,1101,1,nonexistent,-1.8,no
28765,36,blue-collar,divorced,basic.9y,yes,no,telephone,may,tue,170,2,nonexistent,-1.8,no
28766,26,student,single,high.school,yes,no,cellular,may,tue,205,1,nonexistent,-1.8,no
28767,43,blue-collar,married,basic.4y,yes,no,cellular,may,tue,325,2,nonexistent,-1.8,no
28768,41,blue-collar,married,basic.6y,yes,no,cellular,may,tue,150,2,failure,-1.8,no
28769,34,admin.,married,university.degree,yes,no,cellular,may,tue,442,2,failure,-1.8,no
28770,31,blue-collar,divorced,basic.9y,yes,no,cellular,may,tue,160,2,failure,-1.8,no
28771,32,admin.,single,university.degree,yes,no,cellular,may,tue,85,8,nonexistent,-1.8,no
28772,44,management,married,university.degree,yes,no,cellular,may,tue,281,2,nonexistent,-1.8,no
28773,58,blue-collar,single,basic.4y,no,no,cellular,may,tue,304,2,failure,-1.8,no
28774,46,management,divorced,professional.course,no,no,cellular,may,tue,159,2,failure,-1.8,no
28775,35,services,single,high.school,no,no,cellular,may,tue,71,2,nonexistent,-1.8,no
28776,30,services,single,high.school,no,no,cellular,may,tue,263,2,nonexistent,-1.8,no
28777,37,technician,married,university.degree,no,no,cellular,may,tue,219,2,nonexistent,-1.8,no
28778,32,management,divorced,university.degree,no,no,cellular,may,tue,342,3,nonexistent,-1.8,no
28779,33,services,married,professional.course,yes,no,cellular,may,tue,335,2,nonexistent,-1.8,no
28780,38,blue-collar,divorced,high.school,yes,no,cellular,may,tue,334,6,failure,-1.8,no
28781,37,admin.,single,university.degree,yes,no,cellular,may,tue,414,5,nonexistent,-1.8,no
28782,37,services,divorced,high.school,no,no,cellular,may,tue,342,2,nonexistent,-1.8,no
28783,45,admin.,single,high.school,yes,no,cellular,may,tue,200,3,nonexistent,-1.8,no
28784,36,technician,married,basic.9y,yes,no,cellular,may,tue,297,2,failure,-1.8,no
28785,32,technician,married,basic.9y,yes,no,cellular,may,tue,500,2,nonexistent,-1.8,yes
28786,26,management,single,university.degree,no,no,cellular,may,tue,279,2,failure,-1.8,no
28787,19,student,single,high.school,yes,no,cellular,may,tue,338,4,nonexistent,-1.8,no
28788,45,admin.,single,high.school,yes,no,cellular,may,tue,318,3,nonexistent,-1.8,no
28789,43,blue-collar,married,basic.9y,no,no,cellular,may,tue,322,4,nonexistent,-1.8,no
28790,42,blue-collar,married,basic.9y,yes,yes,cellular,may,tue,63,4,nonexistent,-1.8,no
28791,55,blue-collar,married,high.school,no,no,cellular,may,tue,306,2,nonexistent,-1.8,no
28792,49,entrepreneur,married,high.school,yes,yes,cellular,may,tue,214,3,failure,-1.8,no
28793,32,technician,married,professional.course,yes,no,cellular,may,tue,81,9,nonexistent,-1.8,no
28794,37,services,married,high.school,no,no,cellular,may,tue,378,3,nonexistent,-1.8,no
28795,26,student,single,high.school,no,no,cellular,may,tue,176,2,failure,-1.8,no
28796,33,blue-collar,married,basic.6y,yes,no,cellular,may,tue,670,2,failure,-1.8,yes
28797,43,management,married,university.degree,no,no,cellular,may,tue,167,2,failure,-1.8,no
28798,36,blue-collar,married,basic.6y,yes,yes,cellular,may,tue,333,2,nonexistent,-1.8,no
28799,52,management,married,basic.4y,yes,no,cellular,may,tue,1100,3,nonexistent,-1.8,no
28800,36,blue-collar,married,basic.4y,yes,no,cellular,may,tue,192,2,nonexistent,-1.8,no
28801,39,self-employed,single,university.degree,no,no,cellular,may,tue,180,2,nonexistent,-1.8,no
28802,34,blue-collar,married,basic.6y,yes,no,cellular,may,tue,477,3,nonexistent,-1.8,no
28803,35,blue-collar,married,basic.6y,yes,no,cellular,may,tue,240,2,nonexistent,-1.8,no
28804,34,admin.,married,university.degree,yes,no,cellular,may,tue,122,2,failure,-1.8,no
28805,38,technician,divorced,professional.course,yes,yes,cellular,may,tue,351,2,failure,-1.8,no
28806,31,blue-collar,married,basic.9y,yes,no,cellular,may,tue,180,3,failure,-1.8,no
28807,35,services,married,basic.6y,no,no,cellular,may,tue,178,2,failure,-1.8,no
28808,34,blue-collar,married,basic.4y,no,no,cellular,may,tue,211,2,failure,-1.8,no
28809,36,admin.,single,university.degree,yes,no,telephone,may,tue,521,6,nonexistent,-1.8,yes
28810,48,blue-collar,married,basic.6y,yes,no,cellular,may,tue,862,3,nonexistent,-1.8,yes
28811,48,blue-collar,married,basic.9y,yes,no,cellular,may,tue,169,2,nonexistent,-1.8,no
28812,34,blue-collar,married,basic.6y,no,no,cellular,may,tue,319,2,failure,-1.8,no
28813,53,unemployed,married,basic.9y,yes,no,cellular,may,tue,67,4,nonexistent,-1.8,no
28814,37,blue-collar,married,basic.6y,no,no,cellular,may,tue,75,7,nonexistent,-1.8,no
28815,57,blue-collar,married,basic.4y,no,no,cellular,may,tue,674,2,failure,-1.8,no
28816,39,admin.,single,professional.course,yes,no,cellular,may,tue,209,5,failure,-1.8,no
28817,34,technician,married,professional.course,yes,no,cellular,may,tue,185,2,failure,-1.8,no
28818,40,technician,married,professional.course,yes,no,cellular,may,tue,211,2,nonexistent,-1.8,no
28819,44,admin.,married,university.degree,yes,no,cellular,may,tue,203,2,nonexistent,-1.8,no
28820,34,admin.,married,high.school,no,no,cellular,may,tue,205,2,nonexistent,-1.8,no
28821,47,management,married,university.degree,yes,no,cellular,may,tue,469,2,failure,-1.8,no
28822,35,blue-collar,divorced,basic.9y,yes,no,cellular,may,tue,523,1,failure,-1.8,no
28823,36,blue-collar,married,basic.9y,yes,yes,telephone,may,tue,36,7,nonexistent,-1.8,no
28824,38,technician,married,professional.course,no,no,cellular,may,tue,371,2,nonexistent,-1.8,no
28825,34,blue-collar,married,basic.9y,no,no,cellular,may,tue,52,3,nonexistent,-1.8,no
28826,55,self-employed,married,basic.9y,yes,yes,cellular,may,tue,475,2,nonexistent,-1.8,no
28827,39,blue-collar,married,basic.9y,no,no,cellular,may,tue,233,2,nonexistent,-1.8,no
28828,45,blue-collar,married,basic.9y,yes,no,cellular,may,tue,672,2,nonexistent,-1.8,yes
28829,46,blue-collar,married,high.school,yes,yes,telephone,may,tue,328,3,nonexistent,-1.8,no
28830,37,blue-collar,married,basic.6y,no,no,cellular,may,tue,1085,3,nonexistent,-1.8,yes
28831,29,entrepreneur,married,basic.6y,no,no,cellular,may,tue,118,3,nonexistent,-1.8,no
28832,31,admin.,married,university.degree,no,no,cellular,may,tue,102,5,nonexistent,-1.8,no
28833,31,services,single,high.school,no,no,cellular,may,tue,206,1,nonexistent,-1.8,no
28834,35,blue-collar,divorced,basic.9y,no,no,cellular,may,tue,176,1,nonexistent,-1.8,no
28835,37,technician,married,university.degree,yes,no,cellular,may,tue,370,3,nonexistent,-1.8,no
28836,41,blue-collar,married,basic.6y,no,no,cellular,may,tue,278,1,nonexistent,-1.8,no
28837,42,admin.,married,high.school,yes,no,cellular,may,tue,111,1,nonexistent,-1.8,no
28838,48,blue-collar,single,basic.4y,no,no,cellular,may,tue,275,1,nonexistent,-1.8,no
28839,41,blue-collar,married,basic.9y,yes,yes,cellular,may,tue,320,1,nonexistent,-1.8,no
28840,37,admin.,married,high.school,no,no,cellular,may,tue,305,5,nonexistent,-1.8,no
28841,31,admin.,divorced,university.degree,yes,no,telephone,may,tue,259,2,nonexistent,-1.8,no
28842,36,blue-collar,married,basic.9y,yes,no,telephone,may,tue,399,2,nonexistent,-1.8,no
28843,26,management,single,university.degree,yes,no,cellular,may,tue,165,1,nonexistent,-1.8,no
28844,27,technician,single,professional.course,yes,no,cellular,may,tue,126,1,nonexistent,-1.8,no
28845,36,admin.,single,high.school,no,no,cellular,may,tue,189,1,nonexistent,-1.8,no
28846,46,technician,married,professional.course,yes,no,telephone,may,tue,193,1,failure,-1.8,no
28847,49,admin.,married,high.school,no,no,cellular,may,tue,104,1,success,-1.8,no
28848,38,blue-collar,married,professional.course,yes,no,cellular,may,tue,418,3,nonexistent,-1.8,no
28849,33,blue-collar,married,basic.9y,yes,no,telephone,may,tue,408,2,failure,-1.8,no
28850,40,services,married,high.school,no,no,cellular,may,tue,74,8,failure,-1.8,no
28851,44,management,divorced,university.degree,yes,no,cellular,may,tue,195,1,nonexistent,-1.8,no
28852,42,technician,divorced,basic.6y,yes,no,cellular,may,tue,221,1,failure,-1.8,no
28853,46,admin.,divorced,high.school,no,no,cellular,may,tue,84,1,nonexistent,-1.8,no
28854,46,technician,married,high.school,yes,no,cellular,may,tue,368,1,nonexistent,-1.8,no
28855,35,admin.,single,university.degree,yes,no,cellular,may,tue,614,1,nonexistent,-1.8,no
28856,53,admin.,married,university.degree,no,no,cellular,may,wed,160,7,failure,-1.8,no
28857,34,housemaid,married,high.school,no,no,cellular,may,wed,104,2,failure,-1.8,no
28858,34,housemaid,married,high.school,no,no,cellular,may,wed,142,3,nonexistent,-1.8,no
28859,31,blue-collar,single,basic.9y,yes,yes,cellular,may,wed,55,2,nonexistent,-1.8,no
28860,33,technician,married,professional.course,yes,no,cellular,may,wed,199,7,failure,-1.8,no
28861,33,admin.,married,high.school,no,no,cellular,may,wed,105,4,failure,-1.8,no
28862,50,services,divorced,high.school,no,no,cellular,may,wed,148,2,nonexistent,-1.8,no
28863,35,admin.,single,university.degree,no,no,cellular,may,wed,88,2,nonexistent,-1.8,no
28864,42,services,married,high.school,yes,no,cellular,may,wed,87,1,nonexistent,-1.8,no
28865,36,blue-collar,married,basic.6y,no,no,cellular,may,wed,54,1,failure,-1.8,no
28866,39,blue-collar,single,basic.9y,yes,no,cellular,may,wed,201,1,nonexistent,-1.8,no
28867,36,blue-collar,single,professional.course,yes,no,cellular,may,wed,206,1,nonexistent,-1.8,no
28868,52,management,divorced,university.degree,no,no,cellular,may,wed,451,1,failure,-1.8,yes
28869,38,technician,married,university.degree,yes,no,cellular,may,wed,147,1,nonexistent,-1.8,no
28870,38,technician,married,university.degree,yes,yes,cellular,may,wed,121,1,nonexistent,-1.8,no
28871,54,blue-collar,married,basic.9y,yes,no,cellular,may,wed,303,1,nonexistent,-1.8,no
28872,48,blue-collar,married,basic.4y,no,no,cellular,may,wed,78,1,failure,-1.8,no
28873,36,management,married,basic.9y,yes,yes,cellular,may,wed,438,1,nonexistent,-1.8,no
28874,39,blue-collar,married,basic.9y,yes,no,cellular,may,wed,219,1,nonexistent,-1.8,no
28875,33,management,married,university.degree,no,no,cellular,may,wed,210,2,failure,-1.8,no
28876,46,blue-collar,married,basic.9y,yes,no,cellular,may,wed,113,1,nonexistent,-1.8,no
28877,36,admin.,married,university.degree,yes,no,cellular,may,wed,241,2,nonexistent,-1.8,no
28878,51,admin.,divorced,professional.course,no,no,cellular,may,wed,194,1,failure,-1.8,no
28879,38,technician,married,university.degree,yes,no,cellular,may,wed,814,1,nonexistent,-1.8,no
28880,47,blue-collar,married,high.school,no,no,cellular,may,wed,327,1,failure,-1.8,no
28881,35,services,married,high.school,yes,yes,cellular,may,wed,224,1,nonexistent,-1.8,no
28882,38,admin.,married,high.school,no,no,cellular,may,wed,275,1,nonexistent,-1.8,no
28883,35,services,married,high.school,yes,no,cellular,may,wed,257,1,nonexistent,-1.8,no
28884,35,blue-collar,married,basic.9y,yes,no,cellular,may,wed,248,1,nonexistent,-1.8,no
28885,38,blue-collar,single,basic.4y,no,no,cellular,may,wed,207,1,failure,-1.8,no
28886,38,admin.,married,high.school,yes,no,cellular,may,wed,197,1,nonexistent,-1.8,no
28887,34,admin.,single,high.school,yes,no,cellular,may,wed,653,1,success,-1.8,yes
28888,40,services,single,high.school,no,no,cellular,may,wed,197,1,nonexistent,-1.8,no
28889,35,services,single,high.school,yes,no,cellular,may,wed,87,1,failure,-1.8,no
28890,31,blue-collar,married,high.school,yes,no,cellular,may,wed,207,1,failure,-1.8,no
28891,58,services,married,basic.6y,no,no,cellular,may,wed,327,1,nonexistent,-1.8,no
28892,29,admin.,single,university.degree,yes,no,cellular,may,wed,215,3,failure,-1.8,no
28893,36,technician,married,professional.course,yes,no,cellular,may,wed,62,1,nonexistent,-1.8,no
28894,33,blue-collar,married,basic.9y,yes,no,cellular,may,wed,293,1,success,-1.8,no
28895,48,blue-collar,married,basic.6y,yes,no,cellular,may,wed,334,2,failure,-1.8,no
28896,37,blue-collar,married,basic.9y,no,no,cellular,may,wed,372,1,nonexistent,-1.8,no
28897,37,blue-collar,married,basic.9y,yes,no,cellular,may,wed,345,1,nonexistent,-1.8,no
28898,36,admin.,single,high.school,no,no,cellular,may,wed,473,1,nonexistent,-1.8,no
28899,29,admin.,single,university.degree,yes,no,cellular,may,wed,133,1,nonexistent,-1.8,no
28900,35,blue-collar,married,high.school,no,no,cellular,may,wed,285,1,nonexistent,-1.8,no
28901,36,admin.,married,university.degree,yes,no,cellular,may,wed,128,3,nonexistent,-1.8,no
28902,41,entrepreneur,married,basic.4y,yes,no,cellular,may,wed,26,1,nonexistent,-1.8,no
28903,36,technician,married,professional.course,yes,no,cellular,may,wed,731,1,success,-1.8,yes
28904,41,blue-collar,married,basic.6y,yes,no,cellular,may,wed,488,1,nonexistent,-1.8,yes
28905,29,admin.,single,university.degree,no,no,cellular,may,wed,401,1,failure,-1.8,no
28906,36,management,single,university.degree,yes,no,cellular,may,wed,38,1,failure,-1.8,no
28907,29,admin.,single,university.degree,yes,yes,cellular,may,wed,74,2,nonexistent,-1.8,no
28908,46,admin.,married,high.school,yes,no,cellular,may,wed,293,1,failure,-1.8,no
28909,33,blue-collar,married,basic.6y,no,no,cellular,may,wed,473,4,nonexistent,-1.8,no
28910,25,student,single,basic.9y,no,yes,cellular,may,wed,219,1,nonexistent,-1.8,no
28911,48,blue-collar,married,basic.6y,no,no,cellular,may,wed,14,11,nonexistent,-1.8,no
28912,50,services,divorced,high.school,no,yes,cellular,may,wed,178,5,failure,-1.8,no
28913,32,technician,single,professional.course,no,no,cellular,may,wed,362,2,nonexistent,-1.8,no
28914,39,blue-collar,married,basic.9y,no,yes,cellular,may,wed,343,3,failure,-1.8,no
28915,27,services,married,high.school,yes,no,cellular,may,wed,152,1,failure,-1.8,no
28916,53,blue-collar,married,professional.course,no,no,cellular,may,wed,403,4,nonexistent,-1.8,no
28917,41,entrepreneur,married,basic.4y,no,yes,cellular,may,wed,767,1,nonexistent,-1.8,yes
28918,45,housemaid,married,basic.6y,yes,no,cellular,may,wed,236,1,failure,-1.8,no
28919,55,blue-collar,married,basic.9y,yes,no,cellular,may,wed,249,1,nonexistent,-1.8,no
28920,36,blue-collar,married,basic.9y,yes,no,cellular,may,wed,227,1,nonexistent,-1.8,no
28921,45,entrepreneur,married,university.degree,no,no,cellular,may,wed,139,6,nonexistent,-1.8,no
28922,53,blue-collar,married,professional.course,no,yes,cellular,may,wed,595,5,nonexistent,-1.8,no
28923,48,technician,single,professional.course,yes,no,cellular,may,wed,142,2,nonexistent,-1.8,no
28924,35,admin.,married,university.degree,yes,no,cellular,may,wed,376,2,failure,-1.8,no
28925,33,services,married,professional.course,yes,no,cellular,may,wed,160,2,nonexistent,-1.8,no
28926,54,technician,divorced,university.degree,yes,no,cellular,may,wed,132,1,failure,-1.8,no
28927,37,blue-collar,divorced,basic.9y,yes,no,cellular,may,wed,438,2,nonexistent,-1.8,no
28928,38,blue-collar,married,basic.4y,yes,no,cellular,may,wed,100,1,nonexistent,-1.8,no
28929,44,blue-collar,married,basic.4y,yes,yes,cellular,may,wed,94,1,nonexistent,-1.8,no
28930,34,blue-collar,married,basic.9y,no,yes,cellular,may,wed,50,1,nonexistent,-1.8,no
28931,40,blue-collar,married,basic.9y,yes,no,cellular,may,wed,954,1,nonexistent,-1.8,yes
28932,46,services,divorced,basic.9y,yes,no,cellular,may,wed,403,1,failure,-1.8,no
28933,39,blue-collar,divorced,basic.9y,no,no,cellular,may,wed,106,1,nonexistent,-1.8,no
28934,30,blue-collar,divorced,high.school,no,no,cellular,may,wed,848,1,failure,-1.8,yes
28935,39,blue-collar,divorced,basic.9y,yes,no,cellular,may,wed,304,1,nonexistent,-1.8,no
28936,34,blue-collar,married,basic.9y,no,yes,cellular,may,wed,439,1,nonexistent,-1.8,no
28937,48,entrepreneur,married,basic.6y,no,no,cellular,may,wed,119,1,nonexistent,-1.8,no
28938,34,admin.,single,university.degree,yes,no,cellular,may,wed,36,1,failure,-1.8,no
28939,57,admin.,married,high.school,no,no,cellular,may,wed,644,1,failure,-1.8,no
28940,31,services,married,high.school,no,yes,cellular,may,wed,109,1,nonexistent,-1.8,no
28941,39,blue-collar,married,basic.6y,yes,no,cellular,may,wed,34,9,nonexistent,-1.8,no
28942,42,blue-collar,single,basic.9y,yes,yes,cellular,may,wed,200,1,nonexistent,-1.8,no
28943,39,blue-collar,married,professional.course,yes,no,cellular,may,wed,145,1,nonexistent,-1.8,no
28944,39,blue-collar,married,professional.course,yes,no,cellular,may,wed,72,1,nonexistent,-1.8,no
28945,46,blue-collar,married,basic.6y,no,no,cellular,may,wed,19,1,nonexistent,-1.8,no
28946,39,blue-collar,married,basic.4y,no,no,cellular,may,wed,272,1,failure,-1.8,no
28947,39,blue-collar,married,professional.course,yes,no,cellular,may,wed,177,1,failure,-1.8,no
28948,31,blue-collar,single,high.school,no,no,cellular,may,wed,90,1,failure,-1.8,no
28949,31,blue-collar,single,high.school,yes,no,cellular,may,wed,125,1,nonexistent,-1.8,no
28950,31,services,married,high.school,no,no,cellular,may,wed,339,1,nonexistent,-1.8,no
28951,31,blue-collar,single,high.school,no,no,cellular,may,wed,153,1,nonexistent,-1.8,no
28952,36,admin.,single,university.degree,yes,no,cellular,may,wed,530,1,nonexistent,-1.8,yes
28953,31,blue-collar,single,high.school,yes,no,cellular,may,wed,291,1,nonexistent,-1.8,no
28954,28,admin.,single,university.degree,no,yes,cellular,may,wed,223,1,nonexistent,-1.8,no
28955,37,admin.,married,university.degree,no,no,cellular,may,wed,208,1,failure,-1.8,no
28956,35,technician,married,professional.course,yes,no,cellular,may,wed,54,2,failure,-1.8,no
28957,36,management,married,basic.9y,yes,no,cellular,may,wed,503,2,failure,-1.8,no
28958,39,technician,single,professional.course,no,no,cellular,may,wed,174,1,failure,-1.8,no
28959,39,blue-collar,divorced,basic.9y,no,no,cellular,may,wed,95,1,failure,-1.8,no
28960,31,blue-collar,single,high.school,no,no,cellular,may,wed,465,1,failure,-1.8,no
28961,35,services,married,high.school,no,no,cellular,may,wed,257,1,failure,-1.8,no
28962,44,blue-collar,married,basic.6y,yes,no,cellular,may,wed,168,1,nonexistent,-1.8,no
28963,35,services,married,high.school,yes,no,cellular,may,wed,404,1,failure,-1.8,no
28964,27,student,single,university.degree,no,no,cellular,may,wed,253,1,failure,-1.8,no
28965,43,blue-collar,married,basic.4y,yes,no,cellular,may,wed,147,1,nonexistent,-1.8,no
28966,43,blue-collar,married,basic.4y,no,yes,cellular,may,wed,153,1,failure,-1.8,no
28967,41,blue-collar,single,basic.9y,no,no,cellular,may,wed,128,1,nonexistent,-1.8,no
28968,27,student,single,university.degree,no,no,cellular,may,wed,274,1,nonexistent,-1.8,no
28969,44,blue-collar,married,basic.6y,yes,no,cellular,may,wed,278,1,nonexistent,-1.8,no
28970,51,blue-collar,married,basic.9y,yes,no,cellular,may,wed,55,1,nonexistent,-1.8,no
28971,25,admin.,single,university.degree,no,no,cellular,may,wed,101,1,nonexistent,-1.8,no
28972,49,admin.,married,high.school,yes,no,cellular,may,wed,115,1,failure,-1.8,no
28973,41,blue-collar,single,basic.9y,yes,yes,cellular,may,wed,366,1,nonexistent,-1.8,no
28974,30,blue-collar,married,basic.9y,no,no,cellular,may,wed,129,1,nonexistent,-1.8,no
28975,45,unemployed,divorced,high.school,no,no,cellular,may,wed,90,1,nonexistent,-1.8,no
28976,28,technician,single,high.school,yes,no,cellular,may,wed,576,2,nonexistent,-1.8,yes
28977,25,admin.,single,university.degree,yes,no,cellular,may,wed,209,1,failure,-1.8,no
28978,41,blue-collar,single,basic.9y,yes,no,cellular,may,wed,597,1,nonexistent,-1.8,yes
28979,45,unemployed,divorced,high.school,yes,yes,cellular,may,wed,274,1,nonexistent,-1.8,no
28980,41,admin.,single,basic.9y,no,no,cellular,may,wed,195,1,nonexistent,-1.8,no
28981,31,blue-collar,married,basic.6y,no,no,cellular,may,wed,188,1,failure,-1.8,no
28982,37,housemaid,married,basic.6y,no,no,cellular,may,wed,177,1,nonexistent,-1.8,no
28983,35,technician,married,professional.course,yes,yes,cellular,may,wed,137,1,failure,-1.8,no
28984,38,blue-collar,single,basic.6y,no,yes,cellular,may,wed,42,1,failure,-1.8,no
28985,39,services,single,high.school,yes,no,cellular,may,wed,305,1,failure,-1.8,no
28986,39,blue-collar,married,basic.4y,no,yes,cellular,may,wed,162,1,nonexistent,-1.8,no
28987,42,blue-collar,married,basic.4y,no,no,cellular,may,wed,151,1,nonexistent,-1.8,no
28988,36,technician,single,professional.course,no,no,cellular,may,wed,340,1,nonexistent,-1.8,no
28989,48,blue-collar,married,basic.4y,no,no,cellular,may,wed,109,1,success,-1.8,no
28990,26,blue-collar,married,basic.9y,yes,no,cellular,may,wed,209,1,nonexistent,-1.8,no
28991,48,blue-collar,married,basic.4y,no,yes,cellular,may,wed,170,1,nonexistent,-1.8,no
28992,47,blue-collar,married,basic.4y,yes,no,cellular,may,wed,569,2,nonexistent,-1.8,no
28993,39,technician,divorced,professional.course,yes,no,cellular,may,wed,597,1,nonexistent,-1.8,yes
28994,48,technician,married,professional.course,yes,no,cellular,may,wed,274,1,nonexistent,-1.8,no
28995,46,services,married,basic.9y,no,no,cellular,may,wed,984,1,failure,-1.8,yes
28996,31,services,single,high.school,yes,no,cellular,may,wed,234,1,nonexistent,-1.8,no
28997,35,technician,married,professional.course,yes,no,cellular,may,wed,156,1,nonexistent,-1.8,no
28998,35,technician,married,professional.course,no,no,cellular,may,wed,339,1,failure,-1.8,no
28999,33,entrepreneur,married,university.degree,no,no,cellular,may,wed,205,1,failure,-1.8,no
29000,43,management,married,university.degree,yes,no,cellular,may,wed,124,1,failure,-1.8,no
29001,42,blue-collar,married,high.school,yes,no,cellular,may,wed,597,1,nonexistent,-1.8,no
29002,43,management,married,university.degree,no,yes,cellular,may,wed,226,1,nonexistent,-1.8,no
29003,35,blue-collar,single,basic.9y,yes,no,cellular,may,wed,143,1,nonexistent,-1.8,no
29004,35,blue-collar,single,basic.9y,yes,no,cellular,may,wed,181,1,nonexistent,-1.8,no
29005,46,services,divorced,basic.9y,no,no,cellular,may,wed,96,2,failure,-1.8,no
29006,48,blue-collar,married,basic.6y,yes,no,cellular,may,wed,164,5,nonexistent,-1.8,no
29007,48,blue-collar,married,basic.4y,yes,no,cellular,may,wed,238,3,nonexistent,-1.8,no
29008,57,entrepreneur,divorced,basic.9y,yes,no,cellular,may,wed,236,1,nonexistent,-1.8,no
29009,39,admin.,single,high.school,no,no,cellular,may,wed,158,2,nonexistent,-1.8,no
29010,33,admin.,married,basic.9y,yes,yes,telephone,may,wed,26,1,nonexistent,-1.8,no
29011,20,blue-collar,single,high.school,yes,no,cellular,may,wed,159,1,nonexistent,-1.8,no
29012,34,blue-collar,married,basic.4y,yes,yes,cellular,may,wed,338,4,nonexistent,-1.8,no
29013,36,entrepreneur,married,university.degree,yes,no,cellular,may,wed,187,1,failure,-1.8,no
29014,32,blue-collar,married,basic.9y,yes,yes,cellular,may,wed,159,1,nonexistent,-1.8,no
29015,28,technician,single,professional.course,no,no,cellular,may,wed,116,1,nonexistent,-1.8,no
29016,28,technician,single,professional.course,yes,yes,cellular,may,wed,196,1,nonexistent,-1.8,no
29017,33,admin.,married,high.school,yes,no,cellular,may,wed,49,2,failure,-1.8,no
29018,20,blue-collar,single,high.school,yes,no,cellular,may,wed,410,1,nonexistent,-1.8,no
29019,42,services,married,high.school,no,no,cellular,may,wed,990,1,nonexistent,-1.8,no
29020,28,technician,single,professional.course,yes,no,cellular,may,wed,244,1,failure,-1.8,no
29021,39,blue-collar,single,basic.6y,no,no,cellular,may,wed,47,1,failure,-1.8,no
29022,39,technician,divorced,professional.course,no,no,cellular,may,wed,258,8,nonexistent,-1.8,no
29023,34,blue-collar,married,basic.9y,no,no,cellular,may,wed,267,1,nonexistent,-1.8,no
29024,36,admin.,married,university.degree,no,no,cellular,may,wed,37,2,nonexistent,-1.8,no
29025,33,blue-collar,married,high.school,yes,no,telephone,may,wed,186,1,nonexistent,-1.8,no
29026,53,admin.,married,university.degree,yes,no,cellular,may,wed,59,1,failure,-1.8,no
29027,25,services,single,high.school,no,no,cellular,may,wed,333,1,nonexistent,-1.8,no
29028,58,retired,married,basic.9y,no,yes,cellular,may,wed,144,1,nonexistent,-1.8,no
29029,37,blue-collar,married,basic.9y,no,no,cellular,may,wed,225,2,nonexistent,-1.8,no
29030,38,admin.,married,basic.9y,yes,no,cellular,may,wed,472,1,nonexistent,-1.8,no
29031,36,technician,single,professional.course,no,no,cellular,may,wed,45,1,nonexistent,-1.8,no
29032,41,blue-collar,married,basic.9y,no,no,cellular,may,wed,94,1,nonexistent,-1.8,no
29033,38,blue-collar,married,basic.4y,no,no,cellular,may,wed,161,1,failure,-1.8,no
29034,36,technician,single,professional.course,no,no,cellular,may,wed,199,1,failure,-1.8,no
